"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,4,"YV","Mesa Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",2752.00,612.00,107.87,87.00,172.02,1.00,244.11,55.00,11.00,55130.00,11605.00,10037.00,8818.00,32.00,24638.00,
2019,4,"YV","Mesa Airlines Inc.","LGA","New York, NY: LaGuardia",68.00,16.00,1.00,3.00,7.00,0.00,5.00,0.00,1.00,1658.00,246.00,837.00,271.00,0.00,304.00,
2019,4,"YV","Mesa Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",145.00,36.00,19.00,3.00,8.00,0.00,6.00,3.00,0.00,3111.00,1833.00,406.00,410.00,0.00,462.00,
2019,4,"YV","Mesa Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",79.00,5.00,2.00,0.00,0.00,0.00,3.00,1.00,0.00,626.00,252.00,0.00,0.00,0.00,374.00,
2019,4,"YV","Mesa Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1719.00,186.00,55.44,2.36,19.87,0.00,108.33,17.00,3.00,15854.00,6421.00,189.00,543.00,0.00,8701.00,
2019,4,"YV","Mesa Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",59.00,16.00,6.00,2.00,3.00,0.00,5.00,1.00,0.00,1165.00,225.00,423.00,134.00,0.00,383.00,
2019,4,"YX","Republic Airline","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",447.00,78.00,14.00,1.10,37.24,0.00,25.66,9.00,0.00,4491.00,1039.00,106.00,1654.00,0.00,1692.00,
2019,4,"YX","Republic Airline","BOS","Boston, MA: Logan International",674.00,190.00,43.97,1.96,94.95,0.00,49.12,17.00,0.00,14345.00,5064.00,167.00,5785.00,0.00,3329.00,
2019,4,"YX","Republic Airline","CLT","Charlotte, NC: Charlotte Douglas International",1081.00,199.00,33.60,3.77,80.11,0.00,81.52,37.00,5.00,12808.00,2816.00,625.00,4141.00,0.00,5226.00,
2019,4,"YX","Republic Airline","DCA","Washington, DC: Ronald Reagan Washington National",2896.00,445.00,100.59,10.07,153.23,0.03,181.09,28.00,3.00,28736.00,7779.00,1114.00,6830.00,6.00,13007.00,
2019,4,"YX","Republic Airline","DEN","Denver, CO: Denver International",239.00,40.00,7.69,1.91,4.59,0.00,25.81,10.00,1.00,3305.00,400.00,180.00,362.00,0.00,2363.00,
2019,4,"YX","Republic Airline","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",169.00,31.00,8.12,1.93,16.75,0.00,4.20,3.00,1.00,2404.00,438.00,703.00,1047.00,0.00,216.00,
2019,4,"YX","Republic Airline","DTW","Detroit, MI: Detroit Metro Wayne County",603.00,106.00,29.18,2.08,30.67,0.34,43.74,8.00,0.00,6706.00,2132.00,144.00,1043.00,41.00,3346.00,
2019,4,"YX","Republic Airline","EWR","Newark, NJ: Newark Liberty International",2223.00,635.00,49.28,8.78,423.42,0.00,153.53,88.00,2.00,45914.00,4208.00,825.00,28287.00,0.00,12594.00,
2019,4,"YX","Republic Airline","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,4,"YX","Republic Airline","IAH","Houston, TX: George Bush Intercontinental/Houston",1330.00,292.00,51.22,7.68,168.26,0.00,64.83,26.00,12.00,19087.00,4470.00,784.00,7908.00,0.00,5925.00,
2019,4,"YX","Republic Airline","JFK","New York, NY: John F. Kennedy International",200.00,41.00,10.05,0.06,18.26,0.00,12.63,11.00,0.00,3250.00,1080.00,6.00,1164.00,0.00,1000.00,
2019,4,"YX","Republic Airline","LGA","New York, NY: LaGuardia",3115.00,810.00,141.70,13.13,476.89,0.00,178.27,58.00,10.00,63187.00,16379.00,1316.00,31120.00,0.00,14372.00,
2019,4,"YX","Republic Airline","MIA","Miami, FL: Miami International",1008.00,99.00,27.03,5.26,38.54,0.00,28.17,13.00,1.00,8732.00,2068.00,2343.00,1645.00,0.00,2676.00,
2019,4,"YX","Republic Airline","MSP","Minneapolis, MN: Minneapolis-St Paul International",419.00,98.00,23.77,2.42,26.60,0.00,45.21,22.00,1.00,5756.00,1273.00,392.00,1132.00,0.00,2959.00,
2019,4,"YX","Republic Airline","ORD","Chicago, IL: Chicago O'Hare International",979.00,159.00,29.02,4.55,72.71,0.40,52.33,26.00,3.00,13083.00,2704.00,378.00,5699.00,42.00,4260.00,
2019,4,"YX","Republic Airline","PHL","Philadelphia, PA: Philadelphia International",1246.00,145.00,32.86,1.48,74.50,0.01,36.15,8.00,2.00,9202.00,2593.00,103.00,3798.00,3.00,2705.00,
2019,4,"YX","Republic Airline","SLC","Salt Lake City, UT: Salt Lake City International",83.00,17.00,3.60,0.06,6.37,0.00,6.97,1.00,0.00,1077.00,175.00,12.00,354.00,0.00,536.00,
2019,4,"YX","Republic Airline","TPA","Tampa, FL: Tampa International",8.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00,
2019,5,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",335.00,104.00,25.08,0.57,25.89,0.00,52.46,4.00,0.00,6353.00,1537.00,38.00,1025.00,0.00,3753.00,
2019,5,"F9","Frontier Airlines Inc.","BOS","Boston, MA: Logan International",80.00,18.00,4.43,0.83,4.43,0.00,8.32,1.00,0.00,1569.00,428.00,66.00,130.00,0.00,945.00,
2019,5,"F9","Frontier Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30.00,7.00,4.04,1.66,1.30,0.00,0.00,0.00,1.00,236.00,101.00,95.00,40.00,0.00,0.00,
2019,5,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",111.00,45.00,11.23,0.09,10.12,0.00,23.56,2.00,0.00,3784.00,985.00,23.00,860.00,0.00,1916.00,
2019,5,"F9","Frontier Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",93.00,34.00,9.50,0.73,4.58,0.00,19.20,1.00,0.00,2634.00,513.00,28.00,344.00,0.00,1749.00,
2019,5,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",2378.00,760.00,155.35,6.55,222.25,0.00,375.85,25.00,8.00,53492.00,12416.00,656.00,10296.00,0.00,30124.00,
2019,5,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",133.00,48.00,7.93,0.48,17.93,0.00,21.66,4.00,0.00,4380.00,462.00,43.00,1907.00,0.00,1968.00,
2019,5,"F9","Frontier Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",90.00,14.00,4.86,0.78,5.70,0.00,2.66,0.00,0.00,751.00,415.00,18.00,142.00,0.00,176.00,
2019,5,"F9","Frontier Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",62.00,24.00,11.76,0.00,4.84,0.00,7.40,0.00,0.00,1710.00,659.00,0.00,257.00,0.00,794.00,
2019,5,"F9","Frontier Airlines Inc.","IAD","Washington, DC: Washington Dulles International",87.00,20.00,6.36,1.00,7.02,0.00,5.62,0.00,1.00,1388.00,521.00,56.00,410.00,0.00,401.00,
2019,5,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",111.00,45.00,11.02,0.84,16.48,0.00,16.66,4.00,0.00,3497.00,802.00,47.00,1225.00,0.00,1423.00,
2019,5,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",724.00,294.00,56.55,1.88,87.20,0.00,148.36,5.00,2.00,19632.00,3030.00,107.00,4009.00,0.00,12486.00,
2019,5,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",57.00,25.00,9.89,0.45,4.87,0.00,9.79,0.00,0.00,1410.00,436.00,74.00,239.00,0.00,661.00,
2019,5,"F9","Frontier Airlines Inc.","LGA","New York, NY: LaGuardia",93.00,30.00,3.29,0.00,16.30,0.00,10.41,3.00,0.00,2032.00,510.00,0.00,795.00,0.00,727.00,
2019,5,"F9","Frontier Airlines Inc.","MCO","Orlando, FL: Orlando International",980.00,333.00,75.60,5.38,90.10,0.00,161.92,15.00,4.00,25972.00,5179.00,727.00,4572.00,0.00,15494.00,
2019,5,"F9","Frontier Airlines Inc.","MIA","Miami, FL: Miami International",62.00,23.00,9.96,0.26,3.74,0.00,9.04,0.00,0.00,1813.00,565.00,43.00,412.00,0.00,793.00,
2019,5,"F9","Frontier Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",160.00,57.00,20.51,1.24,6.26,0.00,28.99,0.00,0.00,3808.00,1080.00,79.00,233.00,0.00,2416.00,
2019,5,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",262.00,88.00,19.36,1.03,16.80,0.00,50.81,4.00,0.00,6686.00,1120.00,156.00,857.00,0.00,4553.00,
2019,5,"F9","Frontier Airlines Inc.","PDX","Portland, OR: Portland International",56.00,17.00,6.32,0.09,2.40,0.00,8.19,0.00,0.00,843.00,229.00,2.00,134.00,0.00,478.00,
2019,5,"F9","Frontier Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",503.00,198.00,31.98,0.99,56.12,0.00,108.92,14.00,0.00,17566.00,2901.00,136.00,3745.00,0.00,10784.00,
2019,5,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",136.00,63.00,20.47,0.51,15.02,0.00,27.00,1.00,0.00,4068.00,821.00,68.00,629.00,0.00,2550.00,
2019,5,"F9","Frontier Airlines Inc.","SAN","San Diego, CA: San Diego International",146.00,42.00,12.39,0.91,16.73,0.00,11.97,3.00,0.00,1835.00,541.00,42.00,517.00,0.00,735.00,
2019,5,"F9","Frontier Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",82.00,29.00,10.72,0.78,4.25,0.00,13.25,1.00,0.00,1460.00,556.00,19.00,213.00,0.00,672.00,
2019,5,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",117.00,60.00,12.52,0.22,24.57,0.00,22.68,1.00,0.00,3770.00,594.00,44.00,1412.00,0.00,1720.00,
2019,5,"F9","Frontier Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",109.00,48.00,16.26,0.00,9.05,0.00,22.69,1.00,0.00,2687.00,785.00,0.00,363.00,0.00,1539.00,
2019,5,"F9","Frontier Airlines Inc.","TPA","Tampa, FL: Tampa International",244.00,48.00,19.81,1.44,6.37,0.00,20.38,1.00,1.00,3262.00,1397.00,238.00,420.00,0.00,1207.00,
2019,5,"G4","Allegiant Air","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",41.00,9.00,3.60,0.35,1.71,0.00,3.35,1.00,0.00,452.00,194.00,14.00,78.00,0.00,166.00,
2019,5,"G4","Allegiant Air","DEN","Denver, CO: Denver International",21.00,5.00,1.41,0.15,0.73,0.00,2.72,0.00,0.00,186.00,40.00,7.00,20.00,0.00,119.00,
2019,5,"G4","Allegiant Air","EWR","Newark, NJ: Newark Liberty International",71.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,20.00,20.00,0.00,0.00,0.00,0.00,
2019,5,"G4","Allegiant Air","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",282.00,69.00,11.59,0.64,23.36,0.42,32.99,0.00,1.00,5496.00,1897.00,14.00,965.00,13.00,2607.00,
2019,5,"G4","Allegiant Air","LAS","Las Vegas, NV: McCarran International",796.00,192.00,52.36,8.25,50.26,1.79,79.34,1.00,0.00,10102.00,3827.00,485.00,1723.00,42.00,4025.00,
2019,5,"G4","Allegiant Air","LAX","Los Angeles, CA: Los Angeles International",100.00,12.00,5.01,0.00,5.00,0.00,1.99,1.00,0.00,434.00,156.00,0.00,160.00,0.00,118.00,
2019,5,"G4","Allegiant Air","SAN","San Diego, CA: San Diego International",23.00,5.00,1.93,0.30,1.09,0.00,1.68,0.00,0.00,155.00,36.00,13.00,44.00,0.00,62.00,
2019,5,"HA","Hawaiian Airlines Inc.","BOS","Boston, MA: Logan International",23.00,8.00,6.81,0.00,0.95,0.24,0.00,0.00,0.00,353.00,308.00,0.00,35.00,10.00,0.00,
2019,5,"HA","Hawaiian Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",2975.00,274.00,170.50,23.28,2.50,1.00,76.72,2.00,1.00,9141.00,5882.00,523.00,108.00,42.00,2586.00,
2019,5,"HA","Hawaiian Airlines Inc.","JFK","New York, NY: John F. Kennedy International",31.00,15.00,14.33,0.00,0.00,0.00,0.68,0.00,0.00,516.00,489.00,0.00,0.00,0.00,27.00,
2019,5,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",84.00,21.00,19.68,0.00,0.00,0.00,1.32,0.00,0.00,617.00,566.00,0.00,0.00,0.00,51.00,
2019,5,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",186.00,45.00,36.74,0.00,0.66,0.25,7.35,0.00,0.00,1373.00,1019.00,0.00,29.00,8.00,317.00,
2019,5,"HA","Hawaiian Airlines Inc.","PDX","Portland, OR: Portland International",62.00,16.00,13.00,0.00,0.00,0.49,2.51,0.00,0.00,525.00,454.00,0.00,0.00,20.00,51.00,
2019,5,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00,159.00,0.00,0.00,0.00,0.00,
2019,5,"HA","Hawaiian Airlines Inc.","SAN","San Diego, CA: San Diego International",62.00,17.00,14.62,0.00,0.00,0.88,1.50,0.00,0.00,446.00,376.00,0.00,0.00,16.00,54.00,
2019,5,"HA","Hawaiian Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",62.00,35.00,23.57,0.84,0.00,1.62,8.96,0.00,0.00,1540.00,775.00,21.00,0.00,55.00,689.00,
2019,5,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62.00,22.00,19.80,0.00,0.00,1.20,1.00,0.00,0.00,726.00,663.00,0.00,0.00,40.00,23.00,
2019,5,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",35.00,8.00,0.49,0.00,4.42,0.86,2.23,0.00,0.00,313.00,27.00,0.00,124.00,24.00,138.00,
2019,5,"MQ","Envoy Air","BOS","Boston, MA: Logan International",2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,
2019,5,"MQ","Envoy Air","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",67.00,9.00,2.75,0.00,3.11,0.00,3.14,1.00,1.00,666.00,299.00,0.00,252.00,0.00,115.00,
2019,5,"MQ","Envoy Air","CLT","Charlotte, NC: Charlotte Douglas International",434.00,84.00,15.46,4.74,16.14,0.00,47.65,11.00,1.00,6190.00,1864.00,544.00,763.00,0.00,3019.00,
2019,5,"MQ","Envoy Air","DCA","Washington, DC: Ronald Reagan Washington National",116.00,15.00,2.28,1.08,3.54,0.00,8.10,1.00,1.00,580.00,120.00,34.00,115.00,0.00,311.00,
2019,5,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",5192.00,1230.00,184.01,118.02,386.23,1.94,539.80,309.00,16.00,97369.00,17027.00,17981.00,26144.00,68.00,36149.00,
2019,5,"MQ","Envoy Air","DTW","Detroit, MI: Detroit Metro Wayne County",73.00,19.00,4.33,0.00,8.66,0.00,6.01,2.00,0.00,570.00,120.00,0.00,276.00,0.00,174.00,
2019,5,"MQ","Envoy Air","EWR","Newark, NJ: Newark Liberty International",75.00,20.00,2.09,0.39,12.00,0.00,5.51,2.00,0.00,1360.00,110.00,40.00,932.00,0.00,278.00,
2019,5,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",49.00,14.00,3.62,0.46,7.52,0.00,2.40,1.00,0.00,557.00,226.00,13.00,185.00,0.00,133.00,
2019,5,"MQ","Envoy Air","JFK","New York, NY: John F. Kennedy International",369.00,67.00,15.19,3.13,19.08,0.00,29.61,12.00,0.00,5127.00,1492.00,263.00,985.00,0.00,2387.00,
2019,5,"MQ","Envoy Air","LGA","New York, NY: LaGuardia",998.00,248.00,31.79,1.13,129.35,0.00,85.74,51.00,7.00,18133.00,2302.00,116.00,7860.00,0.00,7855.00,
2019,5,"MQ","Envoy Air","MIA","Miami, FL: Miami International",1190.00,217.00,72.81,3.65,37.31,0.00,103.23,15.00,12.00,15860.00,5855.00,166.00,1672.00,0.00,8167.00,
2019,5,"MQ","Envoy Air","MSP","Minneapolis, MN: Minneapolis-St Paul International",58.00,15.00,2.93,1.10,3.32,0.00,7.65,0.00,0.00,502.00,99.00,34.00,98.00,0.00,271.00,
2019,5,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",6092.00,1311.00,228.53,68.19,483.80,0.59,529.88,128.00,16.00,112968.00,23316.00,6467.00,40667.00,14.00,42504.00,
2019,5,"NK","Spirit Air Lines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",847.00,180.00,36.03,5.04,84.76,1.00,53.17,11.00,3.00,10414.00,2495.00,183.00,4024.00,28.00,3684.00,
2019,5,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",462.00,114.00,13.81,5.64,66.65,1.00,26.90,8.00,0.00,7046.00,1052.00,276.00,4008.00,48.00,1662.00,
2019,5,"NK","Spirit Air Lines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",900.00,182.00,47.16,2.45,76.66,0.73,54.99,12.00,3.00,12596.00,3378.00,178.00,5259.00,19.00,3762.00,
2019,5,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",461.00,128.00,20.76,3.31,77.92,1.05,24.96,3.00,3.00,8285.00,1288.00,277.00,4108.00,26.00,2586.00,
2019,5,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",964.00,262.00,39.07,4.21,150.03,2.00,66.69,26.00,7.00,21525.00,3171.00,600.00,12458.00,87.00,5209.00,
2019,5,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",1028.00,235.00,56.33,4.40,91.55,0.05,82.67,11.00,2.00,17458.00,4830.00,353.00,5530.00,2.00,6743.00,
2019,5,"NK","Spirit Air Lines","EWR","Newark, NJ: Newark Liberty International",319.00,92.00,11.65,0.99,66.43,0.02,12.92,5.00,1.00,8128.00,1554.00,143.00,4954.00,2.00,1475.00,
2019,5,"NK","Spirit Air Lines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1615.00,288.00,66.70,7.87,143.59,2.53,67.32,15.00,2.00,21459.00,4683.00,424.00,8898.00,63.00,7391.00,
2019,5,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",657.00,139.00,20.83,7.75,77.96,0.00,32.47,9.00,5.00,12134.00,1347.00,2147.00,4294.00,0.00,4346.00,
2019,5,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1493.00,364.00,65.88,5.61,188.23,1.11,103.16,22.00,1.00,26063.00,4240.00,449.00,11283.00,47.00,10044.00,
2019,5,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",788.00,195.00,38.82,6.73,103.44,0.62,45.39,10.00,1.00,12292.00,2759.00,329.00,5278.00,26.00,3900.00,
2019,5,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",341.00,93.00,9.42,3.69,75.33,0.00,4.55,10.00,1.00,5544.00,591.00,129.00,4346.00,0.00,478.00,
2019,5,"NK","Spirit Air Lines","MCO","Orlando, FL: Orlando International",1496.00,333.00,68.83,5.82,159.46,2.29,96.60,18.00,8.00,20752.00,3943.00,438.00,9155.00,65.00,7151.00,
2019,5,"NK","Spirit Air Lines","MSP","Minneapolis, MN: Minneapolis-St Paul International",310.00,58.00,10.99,0.11,29.31,0.00,17.59,5.00,0.00,5225.00,1737.00,13.00,1637.00,0.00,1838.00,
2019,5,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",923.00,231.00,47.48,5.80,127.36,0.00,50.36,14.00,3.00,15807.00,3071.00,265.00,7999.00,0.00,4472.00,
2019,5,"NK","Spirit Air Lines","PDX","Portland, OR: Portland International",92.00,18.00,2.63,0.60,6.56,0.00,8.21,0.00,0.00,1523.00,218.00,25.00,255.00,0.00,1025.00,
2019,5,"NK","Spirit Air Lines","PHL","Philadelphia, PA: Philadelphia International",366.00,99.00,17.45,2.88,49.13,0.00,29.54,5.00,1.00,6735.00,908.00,276.00,2825.00,0.00,2726.00,
2019,5,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",33.00,13.00,3.00,0.94,4.46,0.00,4.60,0.00,0.00,708.00,248.00,75.00,184.00,0.00,201.00,
2019,5,"NK","Spirit Air Lines","SAN","San Diego, CA: San Diego International",244.00,54.00,13.92,0.27,25.42,0.00,14.39,4.00,0.00,4479.00,1700.00,4.00,1820.00,0.00,955.00,
2019,5,"NK","Spirit Air Lines","SEA","Seattle, WA: Seattle/Tacoma International",273.00,88.00,15.97,0.76,38.42,0.00,32.85,9.00,0.00,5705.00,968.00,22.00,1653.00,0.00,3062.00,
2019,5,"NK","Spirit Air Lines","TPA","Tampa, FL: Tampa International",411.00,82.00,28.31,1.93,34.90,0.00,16.86,8.00,1.00,6356.00,2381.00,185.00,2340.00,0.00,1450.00,
2019,5,"OH","PSA Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",100.00,16.00,4.77,0.13,7.23,0.00,3.87,3.00,0.00,1082.00,299.00,19.00,416.00,0.00,348.00,
2019,5,"OH","PSA Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8293.00,1065.00,237.48,49.42,232.96,2.90,542.24,171.00,27.00,82914.00,18292.00,6354.00,15246.00,113.00,42909.00,
2019,5,"OH","PSA Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",2542.00,508.00,117.38,14.58,131.03,0.26,244.75,72.00,12.00,40352.00,9077.00,1022.00,8208.00,17.00,22028.00,
2019,5,"OH","PSA Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",100.00,19.00,2.89,2.21,9.36,0.00,4.55,2.00,0.00,1078.00,167.00,305.00,341.00,0.00,265.00,
2019,5,"OH","PSA Airlines Inc.","IAD","Washington, DC: Washington Dulles International",217.00,32.00,6.31,2.37,11.11,0.30,11.91,2.00,0.00,2152.00,266.00,346.00,636.00,7.00,897.00,
2019,5,"OH","PSA Airlines Inc.","JFK","New York, NY: John F. Kennedy International",4.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,71.00,54.00,0.00,17.00,0.00,0.00,
2019,5,"OH","PSA Airlines Inc.","LGA","New York, NY: LaGuardia",188.00,48.00,11.64,0.43,21.96,0.00,13.97,8.00,0.00,4158.00,1030.00,10.00,1621.00,0.00,1497.00,
2019,5,"OH","PSA Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,5,"OH","PSA Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",1362.00,287.00,67.99,7.24,109.44,0.07,102.26,30.00,3.00,22103.00,6337.00,713.00,7308.00,9.00,7736.00,
2019,5,"YV","Mesa Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",152.00,35.00,13.00,4.00,6.00,0.00,12.00,6.00,0.00,4763.00,1843.00,584.00,516.00,0.00,1820.00,
2019,5,"YV","Mesa Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",60.00,7.00,1.00,1.00,5.00,0.00,0.00,0.00,0.00,226.00,90.00,36.00,100.00,0.00,0.00,
2019,5,"YV","Mesa Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1651.00,218.00,63.55,3.41,23.97,0.00,127.06,17.00,1.00,16969.00,5597.00,1090.00,934.00,0.00,9348.00,
2019,5,"YV","Mesa Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",7.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,230.00,15.00,0.00,50.00,0.00,165.00,
2019,5,"YX","Republic Airline","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",493.00,101.00,16.08,5.64,44.88,0.00,34.40,13.00,1.00,5707.00,948.00,474.00,1690.00,0.00,2595.00,
2019,5,"YX","Republic Airline","BOS","Boston, MA: Logan International",930.00,195.00,37.53,5.87,116.79,0.00,34.80,16.00,0.00,12289.00,3345.00,312.00,6151.00,0.00,2481.00,
2019,5,"YX","Republic Airline","CLT","Charlotte, NC: Charlotte Douglas International",821.00,127.00,26.44,6.66,36.60,0.00,57.30,13.00,5.00,8934.00,2067.00,763.00,2463.00,0.00,3641.00,
2019,5,"YX","Republic Airline","DCA","Washington, DC: Ronald Reagan Washington National",2751.00,427.00,79.36,14.73,197.09,0.24,135.58,56.00,12.00,27851.00,6142.00,1433.00,11009.00,21.00,9246.00,
2019,5,"YX","Republic Airline","DEN","Denver, CO: Denver International",364.00,56.00,5.30,2.40,18.76,0.00,29.54,7.00,5.00,4011.00,426.00,97.00,752.00,0.00,2736.00,
2019,5,"YX","Republic Airline","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",84.00,11.00,2.54,0.63,7.55,0.00,0.29,4.00,5.00,1056.00,136.00,27.00,862.00,0.00,31.00,
2019,5,"YX","Republic Airline","DTW","Detroit, MI: Detroit Metro Wayne County",690.00,131.00,35.26,8.25,46.07,0.82,40.59,19.00,2.00,8831.00,2266.00,952.00,2178.00,14.00,3421.00,
2019,5,"YX","Republic Airline","EWR","Newark, NJ: Newark Liberty International",2252.00,600.00,36.14,5.88,425.74,1.00,131.24,110.00,22.00,45532.00,2865.00,371.00,29161.00,27.00,13108.00,
2019,5,"YX","Republic Airline","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1.00,1.00,0.00,0.51,0.31,0.00,0.17,0.00,0.00,103.00,0.00,53.00,32.00,0.00,18.00,
2019,5,"YX","Republic Airline","IAH","Houston, TX: George Bush Intercontinental/Houston",1362.00,241.00,37.86,11.48,115.10,0.00,76.55,35.00,12.00,20468.00,2782.00,2660.00,7601.00,0.00,7425.00,
2019,5,"YX","Republic Airline","JFK","New York, NY: John F. Kennedy International",311.00,53.00,9.44,0.66,27.57,0.00,15.33,12.00,0.00,3401.00,551.00,28.00,1765.00,0.00,1057.00,
2019,5,"YX","Republic Airline","LGA","New York, NY: LaGuardia",3003.00,658.00,91.53,11.05,381.17,1.00,173.25,97.00,13.00,50119.00,9075.00,2532.00,24526.00,21.00,13965.00,
2019,5,"YX","Republic Airline","MIA","Miami, FL: Miami International",966.00,90.00,14.88,3.07,24.64,0.00,47.41,3.00,2.00,4894.00,857.00,358.00,972.00,0.00,2707.00,
2019,5,"YX","Republic Airline","MSP","Minneapolis, MN: Minneapolis-St Paul International",455.00,69.00,10.69,6.33,25.52,0.00,26.46,9.00,0.00,4242.00,691.00,618.00,1278.00,0.00,1655.00,
2019,5,"YX","Republic Airline","ORD","Chicago, IL: Chicago O'Hare International",952.00,150.00,20.57,5.10,82.54,0.00,41.79,12.00,7.00,10913.00,1149.00,302.00,6191.00,0.00,3271.00,
